  6015
     1   5549      0 1.119094E-06 3.813261E-02 1.441428E-05
     2     -1   5538 3.772488E-06 3.823818E-02 2.118242E-05
     3   5533      0 1.667787E-06 2.037059E-02 1.950000E-06
     4     -1   5483 4.076079E-06 3.320328E-02 1.950000E-06
     5     -1   5480 4.817281E-06 1.415914E-02 1.950000E-06
     6   5473      0 1.656733E-06 3.063943E-02 4.776505E-06
     7   5470      0 4.684524E-06 3.607544E-02 1.950000E-06
     8   5459      0 1.323316E-06 2.897016E-02 6.467418E-06
     9     -1   5457 9.826182E-06 3.414688E-02 1.950000E-06
    10   5451      0 3.179807E-06 2.418887E-02 1.950000E-06
    11   5388      0 1.749586E-06 3.568918E-02 7.030825E-06
    12   5342      0 3.087716E-06 3.593264E-02 1.950000E-06
    13   5332      0 5.098342E-07 3.496979E-02 1.147838E-05
    14   5326      0 2.586216E-06 4.389942E-02 1.950000E-06
    15     -1   5306 6.580166E-06 3.807973E-02 1.950000E-06
    16   5300      0 4.819628E-06 2.384762E-02 1.950000E-06
    17     -1   5253 2.643028E-06 2.346155E-02 1.950000E-06
    18   5243      0 7.994329E-06 2.786251E-02 1.950000E-06
    19     -1   5177 3.615124E-06 2.898238E-02 1.950000E-06
    20   5159      0 7.170144E-07 3.507378E-02 1.641434E-05
    21   5153      0 8.842945E-07 3.210181E-02 1.950000E-06
    22   5147      0 5.621321E-07 2.993396E-02 1.087416E-05
    23   5079      0 1.838633E-06 3.349227E-02 4.360333E-06
    24   5037      0 1.066867E-06 2.216053E-02 8.720665E-06
    25   5029      0 3.012712E-06 3.012034E-02 1.950000E-06
    26   5013      0 3.255864E-06 3.142533E-02 1.950000E-06
    27   4989      0 6.062377E-06 2.721903E-02 1.950000E-06
    28   4987      0 3.699863E-06 3.103558E-02 1.950000E-06
    29     -1   4965 5.059723E-06 2.055946E-02 1.950000E-06
    30   4964      0 1.947590E-06 3.791245E-02 4.776505E-06
    31     -1   4904 2.483690E-06 2.481343E-02 9.943088E-06
    32   4859      0 3.478723E-06 3.698829E-02 1.950000E-06
    33   4849      0 8.303799E-06 3.932622E-02 1.950000E-06
    34   4848      0 2.889711E-06 2.670859E-02 1.950000E-06
    35   4844      0 3.000879E-06 3.244603E-02 1.950000E-06
    36   4834      0 2.775557E-06 3.282726E-02 1.950000E-06
    37   4779      0 8.900195E-07 2.799581E-02 6.467418E-06
    38   4775      0 3.185497E-06 2.917718E-02 1.050107E-05
    39   4772      0 1.070935E-05 3.028523E-02 2.364249E-05
    40   4767      0 2.669278E-06 3.374378E-02 1.950000E-06
    41     -1   4756 2.248001E-06 2.953324E-02 1.950000E-06
    42     -1   4749 1.236465E-05 2.864906E-02 6.197197E-05
    43     -1   4747 1.759490E-05 3.079445E-02 1.825691E-04
    44     -1   4725 3.267128E-05 3.222149E-02 1.950000E-06
    45     -1   4724 3.909043E-05 2.667762E-02 1.950000E-06
    46   4722      0 3.498228E-06 3.110158E-02 1.333115E-04
    47   4721      0 5.609541E-05 3.422589E-02 1.950000E-06
    48     -1   4720 4.415184E-06 2.328059E-02 7.431223E-05
    49     -1   4713 3.588932E-06 3.032090E-02 6.449756E-05
    50   4687      0 3.174371E-05 2.927096E-02 1.950000E-06
    51     -1   4657 2.682162E-05 3.432072E-02 1.950000E-06
    52     -1   4656 2.675379E-05 3.024704E-02 1.950000E-06
    53   4648      0 1.321779E-05 2.271030E-02 7.038916E-05
    54     -1   4613 4.193247E-06 2.340019E-02 1.421303E-04
    55     -1   4589 2.178090E-05 3.573246E-02 1.950000E-06
    56   4584      0 5.093880E-06 2.802584E-02 7.156145E-05
    57     -1   4575 7.717071E-06 3.165124E-02 3.138228E-05
    58   4569      0 4.406605E-06 3.781493E-02 4.816402E-05
    59   4568      0 2.376678E-06 3.367765E-02 6.733795E-05
    60   4551      0 6.007495E-06 3.273579E-02 3.515412E-05
    61     -1   4534 2.055661E-05 3.146027E-02 1.950000E-06
    62   4530      0 2.082071E-05 3.463609E-02 1.950000E-06
    63   4529      0 2.818245E-06 2.956024E-02 3.058455E-05
    64     -1   4516 2.034390E-05 3.876397E-02 1.950000E-06
    65   4514      0 8.841203E-06 3.132015E-02 5.997048E-05
    66   4490      0 2.520300E-06 2.894894E-02 2.380278E-05
    67   4489      0 2.527955E-05 3.396575E-02 1.950000E-06
    68     -1   4487 5.953271E-06 3.204029E-02 7.767340E-05
    69   4474      0 3.755660E-05 1.085801E-02 1.950000E-06
    70     -1   4473 2.728625E-05 3.600597E-02 1.950000E-06
    71     -1   4459 1.908869E-05 3.324572E-02 1.950000E-06
    72     -1   4458 2.405390E-05 4.124774E-02 6.639165E-05
    73   4446      0 3.600808E-06 3.440754E-02 1.142362E-04
    74   4442      0 1.651771E-05 2.777369E-02 1.950000E-06
    75   4441      0 1.996920E-05 3.641014E-02 1.950000E-06
    76     -1   4383 1.633657E-05 3.423034E-02 1.950000E-06
    77     -1   4381 1.684587E-05 2.683453E-02 1.950000E-06
    78     -1   4380 1.848680E-05 3.641895E-02 1.950000E-06
    79     -1   4363 1.688536E-05 6.250000E-02 1.950000E-06
    80     -1   4362 1.710812E-05 2.679157E-02 4.639197E-05
    81   4356      0 6.394012E-06 1.814432E-02 3.821517E-05
    82   4336      0 1.656745E-05 2.438664E-02 1.950000E-06
    83     -1   4331 9.609272E-06 6.250000E-02 2.623457E-05
    84     -1   4330 4.645652E-06 3.647470E-02 6.596809E-05
    85     -1   4320 7.539732E-06 3.564697E-02 4.705487E-05
    86   4315      0 1.865469E-05 4.202805E-02 1.950000E-06
    87     -1   4303 3.114739E-06 3.035033E-02 4.602453E-05
    88     -1   4297 1.589858E-05 3.517281E-02 1.950000E-06
    89     -1   4296 1.517578E-05 2.304009E-02 1.950000E-06
    90     -1   4262 1.481822E-05 3.545226E-02 1.950000E-06
    91     -1   4228 7.106152E-06 3.112260E-02 5.544719E-05
    92     -1   4224 1.349251E-05 2.991931E-02 1.950000E-06
    93   4217      0 2.159885E-05 2.149065E-02 1.950000E-06
    94   4216      0 1.458711E-05 3.451493E-02 1.950000E-06
    95   4193      0 1.443837E-05 2.577242E-02 1.950000E-06
    96   4192      0 1.238961E-05 3.422530E-02 3.648116E-05
    97     -1   4180 1.397761E-05 3.526906E-02 1.950000E-06
    98     -1   4178 3.875058E-06 2.905019E-02 6.291535E-05
    99     -1   4177 2.108774E-05 3.575512E-02 1.950000E-06
   100     -1   4155 2.781876E-06 2.993724E-02 1.187468E-04
   101   4137      0 1.550595E-05 3.460157E-02 1.950000E-06
   102     -1   4136 1.461727E-05 3.002064E-02 1.950000E-06
   103   4112      0 1.794511E-05 3.720918E-02 1.950000E-06
   104   4111      0 1.541119E-05 2.930375E-02 1.950000E-06
   105     -1   4110 8.757244E-06 2.270641E-02 2.474273E-05
   106     -1   4105 3.808128E-06 1.903421E-02 1.744133E-05
   107     -1   4104 3.313443E-06 2.306318E-02 3.952419E-05
   108     -1   4099 1.548321E-06 3.190693E-02 1.666081E-05
   109     -1   4098 8.596162E-06 3.613250E-02 3.354907E-05
   110   4018      0 1.607872E-06 2.238975E-02 1.419621E-05
   111   4008      0 2.334674E-05 2.599681E-02 1.950000E-06
   112     -1   3965 1.297092E-05 1.869003E-02 1.950000E-06
   113   3933      0 9.409946E-06 3.190292E-02 1.950000E-06
   114   3932      0 1.346811E-05 3.925055E-02 1.950000E-06
   115   3927      0 1.110727E-05 3.653377E-02 1.950000E-06
   116     -1   3914 1.231503E-05 3.042276E-02 1.950000E-06
   117   3897      0 1.093560E-05 3.168331E-02 1.950000E-06
   118   3889      0 5.699756E-06 3.191717E-02 1.654630E-05
   119     -1   3851 4.490667E-07 2.769804E-02 4.768647E-05
   120     -1   3844 9.120435E-06 3.224964E-02 1.950000E-06
   121     -1   3843 2.081885E-05 3.260049E-02 1.950000E-06
   122     -1   3824 5.938222E-06 2.898364E-02 2.315497E-05
   123   3821      0 1.204053E-06 1.780303E-02 1.497823E-05
   124   3816      0 9.294304E-06 2.430267E-02 1.950000E-06
   125   3774      0 8.742215E-06 3.511635E-02 1.950000E-06
   126   3735      0 1.279835E-05 2.956070E-02 1.950000E-06
   127   3725      0 7.856936E-06 3.483017E-02 1.950000E-06
   128     -1   3720 7.540881E-06 2.922973E-02 1.950000E-06
   129     -1   3716 9.902694E-06 3.317030E-02 1.950000E-06
   130     -1   3701 1.583213E-06 3.071968E-02 6.821069E-05
   131   3658      0 2.841127E-06 3.125471E-02 2.565882E-05
   132     -1   3638 9.894402E-07 3.842670E-02 1.013250E-05
   133     -1   3570 1.254792E-05 4.122063E-02 1.950000E-06
   134   3546      0 7.470269E-06 3.771807E-02 1.950000E-06
   135   3545      0 1.772649E-06 3.823197E-02 3.744355E-05
   136   3538      0 1.148004E-05 2.844089E-02 2.730000E-05
   137   3536      0 1.164808E-05 3.171711E-02 1.950000E-06
   138   3532      0 1.065707E-05 2.694175E-02 1.950000E-06
   139   3526      0 3.829052E-06 3.793162E-02 7.030825E-06
   140   3525      0 1.358125E-05 2.660806E-02 1.950000E-06
   141   3524      0 7.789493E-06 3.094502E-02 1.950000E-06
   142   3520      0 6.182463E-06 3.094790E-02 1.950000E-06
   143   3519      0 7.893027E-06 2.943286E-02 1.950000E-06
   144   3504      0 6.771904E-06 2.139928E-02 1.950000E-06
   145   3503      0 8.521840E-06 3.073132E-02 1.950000E-06
   146   3502      0 7.979976E-06 3.529978E-02 1.950000E-06
   147   3457      0 7.153612E-06 3.394119E-02 1.950000E-06
   148     -1   3441 1.778838E-06 2.475489E-02 9.943088E-06
   149     -1   3429 7.276339E-06 3.208910E-02 1.950000E-06
   150     -1   3428 5.186530E-06 3.462534E-02 1.950000E-06
   151     -1   3424 6.569590E-06 3.739670E-02 1.950000E-06
   152     -1   3408 6.849534E-06 2.213968E-02 1.950000E-06
   153     -1   3407 9.880657E-06 3.583822E-02 2.214774E-05
   154   3405      0 5.065926E-06 2.735166E-02 1.950000E-06
   155   3394      0 4.813702E-06 2.195718E-02 1.950000E-06
   156   3376      0 3.545876E-06 3.314344E-02 1.619792E-05
   157   3310      0 1.837151E-06 3.659983E-02 6.467418E-06
   158   3309      0 7.635099E-06 3.734146E-02 1.950000E-06
   159     -1   3295 1.074382E-05 3.097625E-02 1.950000E-06
   160   3278      0 6.888472E-06 2.905015E-02 1.950000E-06
   161     -1   3266 6.161894E-06 3.027686E-02 1.950000E-06
   162     -1   3265 7.202886E-06 3.165268E-02 1.950000E-06
   163   3260      0 6.291159E-06 3.593422E-02 1.950000E-06
   164     -1   3241 5.147078E-06 2.931857E-02 1.950000E-06
   165   3240      0 4.822467E-06 3.031164E-02 1.950000E-06
   166   3234      0 4.962755E-06 2.953774E-02 1.950000E-06
   167   3233      0 8.170562E-06 3.100735E-02 1.950000E-06
   168   3231      0 5.452303E-06 2.243183E-02 1.950000E-06
   169   3214      0 4.883314E-06 2.691463E-02 1.950000E-06
   170   3210      0 3.973560E-07 2.831659E-02 1.248609E-05
   171   3204      0 2.122204E-07 3.336283E-02 1.488711E-05
   172   3196      0 9.201898E-06 2.808800E-02 1.950000E-06
   173   3192      0 9.678514E-06 3.233424E-02 1.950000E-06
   174     -1   3184 1.945413E-06 3.405876E-02 1.378858E-05
   175     -1   3180 3.254040E-06 2.622371E-02 4.563215E-05
   176   3178      0 5.604807E-06 3.690195E-02 1.950000E-06
   177     -1   3174 1.521457E-06 3.425171E-02 8.499853E-06
   178     -1   3160 4.249154E-06 2.950195E-02 1.950000E-06
   179     -1   3159 2.954284E-06 3.529152E-02 1.013250E-05
   180   3103      0 9.744823E-07 2.151327E-02 1.355549E-05
   181   3102      0 5.318489E-06 2.281116E-02 1.950000E-06
   182     -1   3101 3.096694E-06 3.238332E-02 2.062368E-05
   183     -1   3100 3.318534E-06 3.070938E-02 1.293484E-05
   184   3070      0 2.829583E-06 3.779610E-02 1.930301E-05
   185   3069      0 1.043744E-05 2.114524E-02 1.950000E-06
   186   3067      0 1.130949E-06 2.645023E-02 9.146311E-06
   187   3065      0 6.142993E-06 2.647647E-02 1.950000E-06
   188     -1   3060 1.059564E-05 3.690774E-02 1.950000E-06
   189     -1   3049 1.942856E-06 1.687256E-02 5.275863E-05
   190     -1   3048 3.738249E-06 4.036697E-02 1.950000E-06
   191   3036      0 2.721521E-06 3.125297E-02 8.936023E-06
   192   3020      0 3.611438E-06 3.738752E-02 1.950000E-06
   193   2946      0 5.390183E-06 2.614070E-02 1.950000E-06
   194   2945      0 7.034910E-06 3.284442E-02 1.722193E-05
   195   2939      0 8.269678E-06 3.721445E-02 1.950000E-06
   196   2818      0 4.191519E-06 3.782173E-02 1.950000E-06
   197   2817      0 3.647675E-06 4.411655E-02 1.950000E-06
   198   2816      0 3.877493E-06 4.047800E-02 1.950000E-06
   199   2804      0 1.033560E-05 4.846074E-02 1.950000E-06
   200     -1   2790 5.278031E-06 2.904885E-02 1.950000E-06
   201     -1   2789 4.300538E-06 2.170143E-02 1.950000E-06
   202     -1   2773 5.459688E-06 3.421431E-02 1.950000E-06
   203   2767      0 1.905528E-06 2.531302E-02 1.584006E-05
   204   2754      0 5.409170E-06 3.658223E-02 1.950000E-06
   205   2746      0 9.297268E-07 3.121070E-02 1.717689E-05
   206   2650      0 2.607997E-06 2.551333E-02 1.378858E-05
   207   2616      0 2.138422E-06 2.666072E-02 1.950000E-06
   208   2615      0 1.721813E-06 3.299702E-02 1.137036E-05
   209   2603      0 4.924755E-07 2.861294E-02 6.166441E-06
   210     -1   2582 1.135819E-06 3.756700E-02 5.515433E-06
   211   2574      0 8.171330E-07 2.803276E-02 6.467418E-06
   212     -1   2516 6.762421E-06 2.360559E-02 1.950000E-06
   213   2501      0 1.423248E-06 2.497074E-02 5.850000E-06
   214   2473      0 1.985921E-06 2.879186E-02 1.950000E-06
   215   2472      0 2.879990E-06 2.754806E-02 1.950000E-06
   216   2437      0 4.076499E-06 3.726538E-02 1.950000E-06
   217     -1   2424 3.347446E-06 3.515070E-02 1.950000E-06
   218     -1   2408 5.267210E-07 2.227694E-02 1.052677E-05
   219   2355      0 4.046883E-06 3.528478E-02 1.950000E-06
   220   2338      0 1.021263E-05 2.919519E-02 1.950000E-06
   221   2328      0 9.939869E-06 2.995268E-02 1.950000E-06
   222   2301      0 4.040022E-06 3.399472E-02 1.950000E-06
   223   2263      0 1.924752E-06 2.770544E-02 5.850000E-06
