 21088  3.182000E-03  3.182000E-03  3.182000E-03
     1 5.982160E-04 1.591000E-05 2.733338E-03   1	15958	    0	    0	 1094
     2 1.123246E-03 1.040514E-03 5.600320E-04   1	  539	    0	    0	 1099
     3 3.172454E-03 2.386500E-04 2.116030E-03   2	    0	18106	    0	    1	 1069	 1113
     4 2.131940E-03 1.715098E-03 3.169272E-03   1	18999	    0	    0	 1127
     5 4.868460E-04 1.116882E-03 3.172454E-03   1	13344	    0	    0	 1138
     6 3.166090E-03 3.818400E-05 2.131940E-03   2	15174	    0	    0	    1	 1160	 1068
     7 1.527360E-04 1.482812E-03 6.364000E-06   1	15788	    0	    0	 1162
     8 9.450540E-04 2.151032E-03 3.175636E-03   1	20220	    0	    0	 1163
     9 3.162908E-03 2.335588E-03 1.591000E-05   3	    0	17051	  297	    0	    1	 1067	 1164	 1183
    10 2.485142E-03 2.007842E-03 1.015058E-03   1	 1401	    0	    0	 1199
    11 2.424684E-03 1.441446E-03 1.272800E-03   1	20638	    0	    0	 1209
    12 3.150180E-03 2.090574E-03 3.150180E-03   2	    0	 9235	    0	    1	 1066	 1219
    13 8.018640E-04 3.162908E-03 3.882040E-04   1	20164	    0	    0	 1243
    14 1.088244E-03 1.091426E-03 8.973240E-04   1	20735	    0	    0	 1263
    15 1.482812E-03 3.172454E-03 1.692824E-03   1	 4815	    0	    0	 1265
    16 2.523326E-03 3.172454E-03 6.364000E-06   1	14635	    0	    0	 1269
    17 3.175636E-03 1.988750E-03 1.766010E-03   2	    0	14763	    0	    1	 1065	 1281
    18 2.090574E-03 3.786580E-04 1.110518E-03   1	20604	    0	    0	 1295
    19 6.364000E-06 1.944202E-03 8.209560E-04   2	20934	   -1	    1	    0	 1297	 1064
    20 6.364000E-06 1.374624E-03 1.855106E-03   3	   -1	15636	 9659	    1	    0	 1063	 1304	 1175
    21 2.994262E-03 2.427866E-03 2.723792E-03   1	20280	    0	    0	 1317
    22 1.447810E-03 9.991480E-04 1.123246E-03   1	19525	    0	    0	 1319
    23 1.412808E-03 2.109666E-03 2.688790E-03   1	15426	    0	    0	 1335
    24 1.470084E-03 1.059606E-03 2.182852E-03   2	10947	 2896	    0	    0	 1329	 1338
    25 2.017388E-03 4.200240E-04 3.029264E-03   1	14981	    0	    0	 1377
    26 6.364000E-06 2.956078E-03 2.577420E-03   2	   -1	 1906	    1	    0	 1062	 1388
    27 2.052390E-03 2.316496E-03 3.175636E-03   1	19801	    0	    0	 1391
    28 1.272800E-03 9.927840E-04 2.504234E-03   1	20195	    0	    0	 1393
    29 9.991480E-04 2.046026E-03 1.272800E-04   2	 1277	13979	    0	    0	 1403	 1402
    30 1.272800E-05 2.536054E-03 1.823286E-03   2	   -1	 9069	    1	    0	 1061	 1407
    31 2.112848E-03 2.163760E-03 1.435082E-03   1	11097	    0	    0	 1430
    32 1.689642E-03 7.732260E-04 2.434230E-03   1	 2060	    0	    0	 1435
    33 2.952896E-03 8.400480E-04 1.342804E-03   2	 2695	 5829	    0	    0	 1436	 1420
    34 2.354680E-03 3.175636E-03 1.435082E-03   2	14407	20627	    0	    0	 1437	 1155
    35 3.172454E-03 1.056424E-03 3.054720E-04   2	17072	    0	    0	    1	 1439	 1060
    36 9.959660E-04 3.162908E-03 2.291040E-04   1	20480	    0	    0	 1444
    37 9.546000E-06 2.571056E-03 3.013354E-03   2	   -1	   38	    1	    0	 1059	 1456
    38 6.364000E-06 2.653788E-03 3.010172E-03   2	   -1	   37	    1	    0	 1058	 1456
    39 1.228252E-03 4.168420E-04 2.615604E-03   1	15641	    0	    0	 1464
    40 5.123020E-04 3.691120E-04 9.546000E-06   1	14114	    0	    0	 1484
