     1 2.835197E-14 1.137321E-05 3.347943E-02 0.000000E+00
     2 3.047836E-14 8.612815E-06 3.186178E-02 0.000000E+00
     3 7.216864E-15 5.284222E-06 3.729569E-02 0.000000E+00
     4 3.804963E-14 1.019808E-05 2.839686E-02 0.000000E+00
     5 1.095417E-14 6.584829E-06 3.948667E-02 0.000000E+00
     6 5.158125E-14 1.239958E-05 3.074086E-02 0.000000E+00
     7 7.796791E-15 4.121753E-06 3.162082E-02 0.000000E+00
     8 4.252795E-15 5.008497E-06 3.251817E-02 0.000000E+00
     9 1.344141E-13 1.421241E-05 3.068333E-02 0.000000E+00
    10 1.417598E-15 2.607533E-06 3.354598E-02 0.000000E+00
    11 5.154903E-15 5.473018E-06 2.718234E-02 0.000000E+00
    12 4.453192E-13 2.641458E-05 2.270387E-02 0.000000E+00
    13 3.254033E-15 5.287150E-06 3.635347E-02 0.000000E+00
    14 4.955151E-14 1.176201E-05 2.940804E-02 0.000000E+00
    15 8.795553E-15 7.378480E-06 4.952947E-02 0.000000E+00
    16 9.182171E-15 3.403136E-06 4.889319E-02 0.000000E+00
    17 5.315994E-15 5.235336E-06 4.413930E-02 0.000000E+00
    18 2.052296E-14 4.146311E-06 2.699001E-02 0.000000E+00
    19 4.736067E-15 4.608615E-06 3.147325E-02 0.000000E+00
    20 1.037424E-14 6.346974E-06 4.169261E-02 0.000000E+00
    21 1.478813E-14 8.360842E-06 3.324994E-02 0.000000E+00
    22 2.078070E-14 8.490656E-06 3.529692E-02 0.000000E+00
    23 2.802979E-15 3.949405E-06 3.866667E-02 0.000000E+00
    24 2.003969E-14 5.595731E-06 2.238554E-02 0.000000E+00
    25 7.184646E-15 6.112377E-06 3.204805E-02 0.000000E+00
    26 1.230733E-14 3.426393E-06 3.100832E-02 0.000000E+00
    27 4.703849E-15 2.802803E-06 3.795551E-02 0.000000E+00
    28 8.054536E-15 5.786705E-06 3.117087E-02 0.000000E+00
    29 1.233955E-14 4.838643E-06 3.770873E-02 0.000000E+00
    30 8.924426E-15 6.693889E-06 3.112022E-02 0.000000E+00
    31 2.674106E-15 4.090204E-06 3.742071E-02 0.000000E+00
    32 1.353162E-15 4.637845E-06 3.152971E-02 0.000000E+00
    33 3.254033E-15 4.109748E-06 4.032363E-02 0.000000E+00
    34 2.996287E-15 5.246952E-06 3.891395E-02 0.000000E+00
    35 6.379193E-15 3.545374E-06 3.244648E-02 0.000000E+00
    36 7.571264E-15 4.309175E-06 3.815152E-02 0.000000E+00
    37 3.766301E-14 9.938073E-06 3.524293E-02 0.000000E+00
    38 7.120210E-15 5.487062E-06 2.982574E-02 0.000000E+00
    39 8.892208E-15 3.544871E-06 2.986920E-02 0.000000E+00
    40 1.968529E-14 7.796986E-06 2.692784E-02 0.000000E+00
    41 4.285013E-15 3.009593E-06 4.784492E-02 0.000000E+00
    42 1.675344E-15 3.717698E-06 4.079462E-02 0.000000E+00
    43 2.870637E-14 1.006285E-05 2.898262E-02 0.000000E+00
    44 2.770760E-15 3.289773E-06 3.064745E-02 0.000000E+00
    45 2.899633E-15 7.000223E-06 3.066864E-02 0.000000E+00
    46 3.154156E-14 6.034738E-06 2.592532E-02 0.000000E+00
    47 1.137623E-13 1.393982E-05 2.852049E-02 0.000000E+00
    48 3.254033E-15 2.601318E-06 3.233037E-02 0.000000E+00
    49 3.382905E-15 3.228768E-06 2.876274E-02 0.000000E+00
    50 4.607195E-15 5.685128E-06 3.807692E-02 0.000000E+00
    51 6.057011E-15 3.585560E-06 4.174654E-02 0.000000E+00
    52 2.384143E-15 1.772310E-06 3.166521E-02 0.000000E+00
    53 1.227511E-14 6.762567E-06 3.526499E-02 0.000000E+00
    54 3.157378E-15 3.824626E-06 3.039035E-02 0.000000E+00
    55 2.158616E-15 1.462314E-06 2.712572E-02 0.000000E+00
    56 4.220577E-14 1.136056E-05 3.593411E-02 0.000000E+00
    57 9.504353E-15 3.598050E-06 3.612421E-02 0.000000E+00
    58 4.446104E-15 6.582485E-06 3.125274E-02 0.000000E+00
    59 1.478813E-14 1.058915E-05 3.717445E-02 0.000000E+00
    60 2.519459E-14 8.921085E-06 3.041635E-02 0.000000E+00
    61 1.117970E-14 7.330741E-06 3.596780E-02 0.000000E+00
