 10807  1.393020E-03  1.393020E-03  2.078880E-03
     1 2.683800E-04 8.520000E-06 1.412190E-03   1	 4684	    0	    0	  618
     2 6.986400E-04 1.388760E-03 1.961730E-03   1	    3	    0	    0	  619
     3 6.390000E-04 1.363200E-03 1.970250E-03   1	    2	    0	    0	  619
     4 1.380240E-03 7.774500E-04 1.009620E-03   2	    0	 3862	    0	    1	  615	  624
     5 6.943800E-04 8.285700E-04 4.047000E-04   1	 3416	    0	    0	  627
     6 1.267350E-03 1.491000E-05 1.101210E-03   1	 5505	    0	    0	  628
     7 1.388760E-03 7.987500E-04 4.515600E-04   2	 8534	    0	    0	    1	  633	  614
     8 3.258900E-04 5.495400E-04 2.068230E-03   1	 8875	    0	    0	  641
     9 6.879900E-04 1.354680E-03 1.767900E-04   1	 2259	    0	    0	  655
    10 4.260000E-06 8.285700E-04 8.520000E-05   2	   -1	 3955	    1	    0	  613	  658
    11 3.195000E-04 2.130000E-06 1.331250E-03   1	 3987	    0	    0	  659
    12 1.388760E-03 2.236500E-04 2.055450E-03   2	 2223	    0	    0	    1	  662	  612
    13 4.260000E-06 2.279100E-04 1.482480E-03   2	   -1	 8847	    1	    0	  611	  665
    14 1.388760E-03 6.794700E-04 1.938300E-03   2	 8246	    0	    0	    1	  667	  610
    15 1.197060E-03 8.285700E-04 2.021370E-03   1	 7121	    0	    0	  673
    16 9.095100E-04 1.275870E-03 1.910610E-03   1	 7140	    0	    0	  674
    17 7.305900E-04 1.024530E-03 1.893570E-03   1	 7655	    0	    0	  687
    18 5.623200E-04 1.099080E-03 2.074620E-03   1	 4675	    0	    0	  691
    19 8.030100E-04 6.986400E-04 1.303560E-03   1	 8837	    0	    0	  692
    20 1.384500E-04 1.109730E-03 1.576200E-03   1	 5206	    0	    0	  699
    21 7.582800E-04 9.159000E-05 1.672050E-03   1	 7404	    0	    0	  700
    22 5.410200E-04 1.386630E-03 1.691220E-03   2	 7529	 8537	    0	    0	  705	  675
    23 8.946000E-04 3.408000E-05 1.077780E-03   1	 4289	    0	    0	  709
    24 1.092690E-03 7.050300E-04 6.390000E-05   1	 5499	    0	    0	  711
    25 7.604100E-04 7.135500E-04 1.111860E-03   1	 5050	    0	    0	  713
    26 1.084170E-03 7.774500E-04 6.390000E-06   1	 5845	    0	    0	  714
    27 8.839500E-04 6.666900E-04 1.448400E-04   1	 7992	    0	    0	  715
    28 5.048100E-04 4.856400E-04 1.043700E-03   1	 7391	    0	    0	  721
    29 9.542400E-04 3.578400E-04 3.663600E-04   1	 2250	    0	    0	  727
    30 5.814900E-04 4.792500E-04 2.068230E-03   1	 7842	    0	    0	  730
    31 1.203450E-03 6.837300E-04 4.260000E-06   1	 4806	    0	    0	  731
    32 1.256700E-03 1.131030E-03 1.037310E-03   1	 8078	    0	    0	  733
    33 1.533600E-04 1.005360E-03 2.070360E-03   1	 8424	    0	    0	  734
    34 1.265220E-03 8.094000E-04 9.691500E-04   1	 8691	    0	    0	  738
