  8067  2.040000E-03  2.040000E-03  2.040000E-03
     1 9.843000E-04 1.020000E-05 1.407600E-03   1	 6228	    0	    0	  500
     2 1.020000E-03 4.080000E-05 5.100000E-06   1	 5728	    0	    0	  501
     3 6.400500E-04 1.428000E-03 9.613500E-04   2	  578	 6901	    0	    0	  507	  510
     4 2.550000E-06 1.318350E-03 1.476450E-03   2	   -1	 6662	    1	    0	  489	  515
     5 1.410150E-03 1.415250E-03 3.493500E-04   1	 4610	    0	    0	  519
     6 5.227500E-04 1.170450E-03 1.960950E-03   1	 5158	    0	    0	  523
     7 1.027650E-03 1.657500E-04 5.151000E-04   1	 3337	    0	    0	  524
     8 3.799500E-04 1.624350E-03 6.247500E-04   1	 2659	    0	    0	  527
     9 1.716150E-03 9.945000E-05 5.100000E-05   1	 5908	    0	    0	  546
    10 1.774800E-03 1.836000E-04 5.814000E-04   1	 5704	    0	    0	  553
    11 1.489200E-03 2.027250E-03 1.479000E-03   1	 4014	    0	    0	  572
    12 9.078000E-04 1.147500E-04 4.768500E-04   1	 4874	    0	    0	  577
    13 9.256500E-04 1.614150E-03 8.925000E-05   1	 6846	    0	    0	  581
    14 2.550000E-06 1.876800E-03 7.981500E-04   2	 6288	   -1	    1	    0	  620	  488
    15 1.231650E-03 5.100000E-06 1.438200E-03   1	 3199	    0	    0	  622
    16 1.603950E-03 1.624350E-03 1.609050E-03   1	 5871	    0	    0	  630
    17 9.103500E-04 1.667700E-03 1.078650E-03   1	 4763	    0	    0	  632
    18 1.846200E-03 8.415000E-04 2.027250E-03   1	  176	    0	    0	  641
    19 9.945000E-05 1.450950E-03 1.644750E-03   1	 6054	    0	    0	  655
    20 1.473900E-03 6.222000E-04 1.022550E-03   1	 4108	    0	    0	  665
    21 1.782450E-03 6.655500E-04 1.517250E-03   1	 2363	    0	    0	  674
    22 1.331100E-03 1.644750E-03 9.690000E-05   1	 5749	    0	    0	  680
    23 9.537000E-04 7.981500E-04 1.530000E-04   1	 5052	    0	    0	  689
    24 1.050600E-03 1.606500E-03 1.170450E-03   3	 1769	 3932	 2542	    0	    0	  611	  658	  699
    25 1.728900E-03 1.772250E-03 1.634550E-03   1	 6714	    0	    0	  700
    26 9.001500E-04 5.100000E-06 1.030200E-03   1	 2803	    0	    0	  704
    27 6.706500E-04 8.236500E-04 1.973700E-03   1	 1961	    0	    0	  715
    28 2.024700E-03 2.091000E-04 8.491500E-04   2	 5211	    0	    0	    1	  720	  487
    29 2.754000E-04 8.466000E-04 7.828500E-04   1	 6459	    0	    0	  724
    30 4.080000E-04 1.693200E-03 1.881900E-03   1	 6799	    0	    0	  726
    31 2.034900E-03 5.355000E-04 9.231000E-04   2	 4924	    0	    0	    1	  728	  486
    32 1.731450E-03 1.966050E-03 1.137300E-03   1	 5304	    0	    0	  729
