  5550  1.560000E-03  1.560000E-03  1.560000E-03
     1 2.866500E-04 4.680000E-05 1.365000E-03   2	  768	 2892	    0	    0	  296	  299
     2 1.084200E-03 2.593500E-04 9.087000E-04   1	 3181	    0	    0	  300
     3 1.394250E-03 5.284500E-04 1.023750E-03   1	  450	    0	    0	  305
     4 1.203150E-03 3.744000E-04 1.259700E-03   1	 1654	    0	    0	  307
     5 6.825000E-05 3.549000E-04 4.036500E-04   1	 3882	    0	    0	  308
     6 7.234500E-04 4.290000E-04 1.210950E-03   1	    7	    0	    0	  312
     7 7.117500E-04 4.212000E-04 1.255800E-03   1	    6	    0	    0	  312
     8 1.363050E-03 2.476500E-04 1.950000E-06   1	    9	    0	    0	  316
     9 1.372800E-03 2.496000E-04 6.630000E-05   1	    8	    0	    0	  316
    10 1.267500E-03 3.919500E-04 5.323500E-04   1	  936	    0	    0	  317
    11 2.827500E-04 1.168050E-03 8.190000E-05   1	 3517	    0	    0	  319
    12 1.402050E-03 1.027650E-03 1.053000E-03   1	 4431	    0	    0	  324
    13 7.390500E-04 7.488000E-04 3.900000E-06   1	 1041	    0	    0	  329
    14 5.265000E-04 7.254000E-04 7.956000E-04   1	 4125	    0	    0	  330
    15 6.064500E-04 2.749500E-04 8.580000E-05   1	 3383	    0	    0	  331
    16 6.981000E-04 5.635500E-04 1.324050E-03   1	 2929	    0	    0	  337
    17 1.415700E-03 1.014000E-04 1.140750E-03   1	 2011	    0	    0	  348
    18 1.489800E-03 6.142500E-04 7.800000E-06   1	 2531	    0	    0	  349
    19 1.099800E-03 4.485000E-04 1.384500E-04   1	 4033	    0	    0	  356
    20 8.638500E-04 4.719000E-04 1.405950E-03   1	 4698	    0	    0	  361
    21 1.365000E-04 1.060800E-03 8.248500E-04   1	 4745	    0	    0	  364
    22 3.276000E-04 2.418000E-04 9.555000E-04   1	 4561	    0	    0	  371
    23 3.510000E-04 4.329000E-04 1.497600E-03   1	 4010	    0	    0	  372
    24 3.042000E-04 1.054950E-03 3.217500E-04   1	 4694	    0	    0	  376
